BIOREGION,EVC,X_EVCNAME,EVC_BCS,area1750_ha,area2005_ha,proportion_remaining
Victorian Alps,40,Montane Riparian Woodland,LC,1426.43,1369.4,0.9600190685838071
East Gippsland Lowlands,14,Banksia Woodland,LC,40399.8,38839.87,0.9613876801370304
Dundas Tablelands,6,Sand Heathland,V,537.43,517.32,0.9625811733621125
Greater Grampians,704,Lateritic Woodland,D,1501.36,1445.55,0.96282703681995
Victorian Riverina,813,Intermittent Swampy Woodland,D,275,264.8,0.9629090909090909
Greater Grampians,198,Sedgy Riparian Woodland,LC,2441.45,2351.38,0.9631079891048353
East Gippsland Lowlands,1,Coastal Dune Scrub/Coastal Dune Grassland Mosaic,LC,3410.34,3284.6,0.9631297759167707
Lowan Mallee,89,Dunefield Heathland,LC,178421.95,171907.34,0.9634876202171313
Central Victorian Uplands,172,Floodplain Wetland Aggregate,E,1.38,1.33,0.9637681159420292
East Gippsland Uplands,177,Valley Slopes Dry Forest,R,259.5,250.19,0.9641233140655106
Wimmera,660,Plains Woodland/Plains Grassy Wetland Mosaic,E,910.9,878.3299999999999,0.9642441541332747
Highlands - Northern Fall,73,Rocky Outcrop Shrubland/Rocky Outcrop Herbland Mosaic,R,1695.01,1634.54,0.9643246942495914
Victorian Volcanic Plain,8,Wet Heathland,LC,538.76,519.61,0.9644554161407677
Gippsland Plain,879,Coastal Dune Grassland,D,39.17,37.78,0.9645136584120501
Dundas Tablelands,414,Damp Sands Herb-rich Woodland/Shrubby Woodland Complex,LC,0.57,0.55,0.9649122807017545
Greater Grampians,241,Valley Grassy Forest/Plains Grassy Woodland Complex,E,14.01,13.52,0.9650249821556032
Murray Mallee,641,Riparian Woodland,V,300.36,289.86,0.9650419496604075
Glenelg Plain,740,Damp Sands Herb-rich Woodland/Heathy Woodland/Sand Heathland Mosaic,V,1009.01,974.3100000000001,0.9656098552046065
Wimmera,101,Samphire Shrubland,LC,68.27,65.92999999999999,0.9657243298667056
Highlands - Northern Fall,29,Damp Forest,LC,105053.37,101470.78,0.9658974290877104
Wimmera,982,No EVC assigned - need editing,na,3.23,3.12,0.9659442724458205
Central Victorian Uplands,882,Shallow Sands Woodland,V,16.8,16.23,0.9660714285714286
East Gippsland Uplands,877,Lowland Herb-rich Forest,LC,2836.7400000000002,2740.5299999999997,0.9660843080437401
Greater Grampians,77,Alluvial Terraces Herb-rich Woodland/Plains Grassy Woodland Mosaic,E,20.66,19.97,0.9666021297192642
Bridgewater,160,Coastal Dune Scrub,LC,1665.15,1609.84,0.9667837732336425
Goldfields,815,Riverine Swampy Woodland,V,2.11,2.04,0.9668246445497631
Highlands - Northern Fall,41,Montane Riparian Thicket,R,854.45,826.9,0.9677570366902685
Bridgewater,9,Coastal Saltmarsh,V,26.1,25.26,0.967816091954023
Greater Grampians,22,Grassy Dry Forest,D,2271.95,2199.86,0.9682695481854796
Central Victorian Uplands,30,Wet Forest,LC,531.49,514.68,0.9683719355020789
Glenelg Plain,762,Damp Heathland/Sand Heathland Mosaic,D,813.26,787.85,0.9687553795834051
Greater Grampians,450,Shrubby Woodland/Sedgy Riparian Woodland Complex,LC,102.62,99.46,0.9692067823036444
Greater Grampians,759,Hills Herb-rich Woodland/Valley Grassy Forest Mosaic,LC,71.36,69.21,0.9698710762331838
East Gippsland Lowlands,22,Grassy Dry Forest,LC,3864.09,3748.0099999999998,0.9699592918384405
Murray Fans,1090,Tall Marsh/Open Water Mosaic,LC,63.66,61.77,0.9703110273327051
Strzelecki Ranges,31,Cool Temperate Rainforest,E,1889.84,1834.35,0.9706377259450536
Wilsons Promontory,161,Coastal Headland Scrub,V,404.21,392.5,0.9710299101951956
East Gippsland Lowlands,10,Estuarine Wetland,V,856.02,831.65,0.9715310389944161
Central Victorian Uplands,70,Hillcrest Herb-rich Woodland,D,38.62,37.54,0.9720352149145521
Victorian Riverina,1035,Floodplain Riparian Woodland/Sedgy Riverine Forest Mosaic,V,105.31,102.39,0.9722723388092299
Greater Grampians,67,Alluvial Terraces Herb-rich Woodland,LC,1065.37,1035.8700000000001,0.9723100894524909
Robinvale Plains,295,Riverine Grassy Woodland,D,4259.89,4142.04,0.9723349663958458
Wimmera,22,Grassy Dry Forest,D,58.29,56.71,0.9728941499399554
East Gippsland Lowlands,8,Wet Heathland,LC,10042.29,9771.18,0.9730031695957794
East Gippsland Lowlands,19,Riparian Shrubland,R,13.45,13.09,0.9732342007434944
Highlands - Northern Fall,72,Granitic Hills Woodland,LC,607.42,591.95,0.9745316255638604
Murray Mallee,818,Shrubby Riverine Woodland,LC,160.78,156.85999999999999,0.9756188580669236
Greater Grampians,280,Floodplain Thicket,LC,2472.98,2413.11,0.9757903420165145
Murray Fans,1031,Floodplain Riparian Woodland/Grassy Riverine Forest Mosaic,D,28.25,27.57,0.975929203539823
Wimmera,164,Creekline Herb-rich Woodland,E,10.92,10.66,0.9761904761904762
Murray Fans,172,Floodplain Wetland Aggregate,D,160.03,156.28,0.9765668937074299
Highlands - Southern Fall,30,Wet Forest,LC,113959.74,111305.21,0.9767064228121265
Glenelg Plain,876,Spray-zone Coastal Shrubland,E,25.37,24.78,0.9767441860465116
Victorian Volcanic Plain,645,Wet Heathland/Heathy Woodland Mosaic,D,1052.57,1028.22,0.9768661466695803
Murray Scroll Belt,103,Riverine Chenopod Woodland,D,17863.62,17451.78,0.9769453223926617
Victorian Riverina,816,Sedgy Riverine Forest,V,5088.24,4971.33,0.9770234894580445
East Gippsland Uplands,21,Shrubby Dry Forest,LC,266655.89,260554.43,0.9771186003054347
Greater Grampians,409,Valley Grassy Forest/Heathy Woodland Complex,V,161.69,158.09,0.9777351722431814
Otway Plain,300,Reed Swamp,V,564.25,551.79,0.9779175897208684
Greater Grampians,441,Shrubby Woodland/Heathy Woodland Complex,LC,312.33,305.51,0.9781641212819774
Victorian Alps,1002,Alpine Damp Grassland,R,1709.57,1672.32,0.9782108951373737
Otway Plain,6,Sand Heathland,R,175.63,171.85,0.9784774810681547
Murray Scroll Belt,104,Lignum Swamp,V,1108.1299999999999,1084.95,0.9790818766751195
Central Victorian Uplands,7,Clay Heathland,V,11.54,11.299999999999999,0.9792027729636048
Goldfields,75,Sandstone Ridge Shrubland/Heathy Woodland Mosaic,V,137.47,134.68,0.9797046628355278
East Gippsland Lowlands,21,Shrubby Dry Forest,LC,12354.86,12112.34,0.9803704776905606
Highlands - Southern Fall,177,Valley Slopes Dry Forest,LC,1674.91,1642.24,0.980494474329964
Greater Grampians,892,Heathy Woodland/Sand Heathland Mosaic,LC,205.23,201.35,0.9810943819129757
Greater Grampians,191,Riparian Scrub,LC,2302.22,2259.73,0.9815439011041517
Glenelg Plain,13,Brackish Sedgeland,V,127.2,124.86000000000001,0.9816037735849057
East Gippsland Lowlands,27,Blackthorn Scrub,R,244.22,239.73,0.9816149373515682
Victorian Volcanic Plain,636,Brackish Lake Aggregate,V,1109.82,1089.76,0.9819249968463355
Highlands - Northern Fall,1003,Sub-alpine Dry Shrubland,R,98.22,96.45,0.9819792302993281
East Gippsland Lowlands,32,Warm Temperate Rainforest,R,2231.93,2192.52,0.9823426361937875
Highlands - Northern Fall,38,Montane Damp Forest,LC,10681.86,10498.37,0.9828222800149038
Murray Fans,813,Intermittent Swampy Woodland,D,250.65,246.37,0.9829243965689208
Greater Grampians,458,Red Gum Wetland/Shallow Freshwater Marsh Mosaic,V,27.14,26.69,0.9834193072955049
East Gippsland Uplands,20,Heathy Dry Forest,LC,18417.920000000002,18114.2,0.9835095385363819
Robinvale Plains,91,Loamy Sands Mallee,LC,1261.66,1240.92,0.9835613398221391
East Gippsland Lowlands,322,Dry Rainforest/Warm Temperate Rainforest/Gallery Rainforest/Riparian Shrubland/Riverine Escarpment Scrub/Blackthorn Scrub Complex,E,60.12,59.14,0.9836992681304059
Murray Scroll Belt,107,Lake Bed Herbland,V,716.01,704.41,0.9837991089509923
Murray Mallee,676,Salt Paperbark Woodland,V,29.27,28.8,0.9839426033481381
Highlands - Northern Fall,319,Montane Herb-rich Woodland,LC,16778.7,16516.82,0.9843921161949376
Greater Grampians,510,Riparian Scrub/Sedgy Riparian Woodland Complex,LC,328.06,322.94,0.984393098823386
Monaro Tablelands,30,Wet Forest,LC,3592.36,3537.08,0.9846117872373592
Victorian Alps,1001,Alpine Grassland,R,2352.69,2316.7,0.9847026170043651
Glenelg Plain,657,Freshwater Lignum Shrubland,E,51.33,50.56,0.9849990259107735
Greater Grampians,999,Unknown/Unclassified,na,8.75,8.62,0.9851428571428571
Highlands - Northern Fall,107,Lake Bed Herbland,na,605.2,596.22,0.9851619299405155
Monaro Tablelands,35,Tableland Damp Forest,LC,4485.73,4420.05,0.9853580130770244
Victorian Riverina,1022,Drainage-line Aggregate/Riverine Swamp Forest Mosaic,V,2.06,2.03,0.9854368932038834
Otway Plain,863,Floodplain Reedbed,E,106.91000000000001,105.41,0.9859695070620147
Greater Grampians,6,Sand Heathland,LC,11652.72,11490.57,0.986084793936523
East Gippsland Lowlands,4,Coastal Vine-rich Forest,V,89.7,88.48,0.9863991081382386
Murray Fans,1033,Floodplain Riparian Woodland/Floodway Pond Herbland Mosaic,D,2.99,2.95,0.9866220735785953
Wilsons Promontory,74,Wetland Formation,R,47.68,47.05,0.9867869127516778
Otway Plain,891,Plains Brackish Sedge Wetland,V,29.13,28.75,0.98695502917954
Wimmera,442,Shrubby Woodland/Plains Grassy Woodland Complex,E,9.36,9.24,0.9871794871794872
Murray Fans,810,Floodway Pond Herbland,D,338.34,334.02,0.9872317786841639
East Gippsland Uplands,82,Riverine Escarpment Scrub,LC,3272.53,3232.56,0.9877862082242179
Murray Scroll Belt,820,Sub-saline Depression Shrubland,V,924.95,913.9300000000001,0.9880858424779718
Lowan Mallee,158,Chenopod Mallee,LC,18375.56,18157.28,0.9881211783477618
Glenelg Plain,736,Limestone Rise Grassland/Limestone Rise Woodland Mosaic,V,98.41,97.26,0.988314195711818
Victorian Riverina,1041,Riverine Grassy Woodland/Sedgy Riverine Forest Mosaic,V,87.7,86.68,0.988369441277081
Greater Grampians,766,Shrubby Woodland/Lateritic Woodland Mosaic,LC,14.76,14.59,0.9884823848238482
Victorian Riverina,717,Saline Lake Aggregate,LC,182.44,180.39000000000001,0.9887634290725719
Greater Grampians,632,Damp Sands Herb-rich Woodland/Red Gum Wetland Mosaic,LC,2.68,2.65,0.9888059701492536
Highlands - Northern Fall,43,Sub-alpine Woodland,LC,428.11,423.40000000000003,0.9889981546798721
Strzelecki Ranges,307,Sand Heathland/Wet Heathland Mosaic,LC,84.7,83.77,0.9890200708382526
Victorian Riverina,1024,Mosaic of Drainage-line Aggregate/Sedgy Riverine Forest-Riverine Swamp Forest Complex,V,5.49,5.43,0.989071038251366
East Gippsland Lowlands,34,Dry Rainforest,E,5.52,5.46,0.9891304347826088
East Gippsland Lowlands,2,Coast Banksia Woodland,LC,3461.7599999999998,3425.19,0.98943600942873
Wimmera,834,Red Gum Swamp/Lignum Swampy Woodland Mosaic,V,344.43,340.82,0.9895189153093517
Highlands - Northern Fall,30,Wet Forest,LC,33667.29,33318.37,0.9896362314875953
Highlands - Southern Fall,315,Shrubby Foothill Forest/Damp Forest Complex,LC,7993.22,7913.31,0.9900027773538074
Robinvale Plains,813,Intermittent Swampy Woodland,D,5048.81,4999.08,0.9901501541947507
East Gippsland Uplands,16,Lowland Forest,LC,30673.02,30372.9,0.9902155053529128
Murray Fans,817,Sedgy Riverine Forest/Riverine Swamp Forest Complex,D,4459.99,4417,0.990360964934899
Gippsland Plain,144,Coast Banksia Woodland/Warm Temperate Rainforest Mosaic,E,13.49,13.36,0.9903632320237212
Highlands - Far East,36,Montane Dry Woodland,LC,95.82000000000001,94.9,0.9903986641619703
Lowan Mallee,132,Plains Grassland,E,41.8,41.42,0.9909090909090911
East Gippsland Uplands,322,Dry Rainforest/Warm Temperate Rainforest/Gallery Rainforest/Riparian Shrubland/Riverine Escarpment Scrub/Blackthorn Scrub Complex,E,125.16999999999999,124.05,0.991052169050092
Greater Grampians,392,Heathy Dry Forest/Shrubby Woodland Complex,LC,60.730000000000004,60.2,0.991272847027828
Highlands - Southern Fall,20,Heathy Dry Forest,LC,40576.77,40225.74,0.9913489910606488
Lowan Mallee,822,Intermittent Swampy Woodland/Riverine Grassy Woodland Complex,V,805.46,798.51,0.9913713902614655
Murray Fans,821,Tall Marsh,LC,1177.98,1167.9,0.9914429786583814
East Gippsland Lowlands,29,Damp Forest,LC,40036.340000000004,39694.64,0.9914652538169072
Highlands - Southern Fall,82,Riverine Escarpment Scrub,LC,5176.82,5134.47,0.9918193021971018
Glenelg Plain,725,Damp Sands Herb-rich Woodland/Riparian Woodland/Swamp Scrub Mosaic,V,417.06,413.81,0.9922073562556947
Murray Fans,818,Shrubby Riverine Woodland,LC,714.88,709.4300000000001,0.9923763428827217
Victorian Riverina,1034,Floodplain Riparian Woodland/Riverine Swamp Forest Mosaic,V,190.6,189.17,0.9924973767051416
Murray Fans,809,Floodplain Grassy Wetland,E,543.25,539.1899999999999,0.9925264611136676
Murray Scroll Belt,823,Lignum Swampy Woodland,D,5069.35,5032.33,0.9926972886070206
Warrnambool Plain,201,Shrubby Wet Forest,LC,25.189999999999998,25.01,0.9928543072647877
Greater Grampians,73,Rocky Outcrop Shrubland/Rocky Outcrop Herbland Mosaic,LC,6021.81,5981.06,0.9932329316268697
East Gippsland Uplands,29,Damp Forest,LC,204245.18,202882.66,0.993328998020908
East Gippsland Uplands,133,Limestone Pomaderris Shrubland,E,56.86,56.49,0.9934927893070701
Greater Grampians,20,Heathy Dry Forest,LC,30054.12,29858.62,0.9934950682302459
Victorian Riverina,1090,Tall Marsh/Open Water Mosaic,D,121.2,120.42999999999999,0.9936468646864686
Wimmera,788,Shallow Sands Woodland/Heathy Herb-rich Woodland Mosaic,V,68.78,68.35,0.9937481826112241
Monaro Tablelands,27,Blackthorn Scrub,R,54.15,53.82,0.9939058171745153
Victorian Alps,1012,Snowpatch Grassland,V,120.46,119.74,0.9940229121700149
Wimmera,789,Hills Herb-rich Woodland/Grassy Dry Forest Complex,E,1.71,1.7,0.9941520467836257
Warrnambool Plain,154,Bird Colony Shrubland,R,3.48,3.46,0.9942528735632183
Victorian Alps,1004,Alpine Grassy Heathland,R,5179.99,5150.55,0.994316591344771
Murray Fans,1043,Aquatic Herbland/Floodplain Grassy Wetland Mosaic,E,58.83,58.5,0.9943906170321265
Greater Grampians,791,Damp Sands Herb-rich Woodland/Plains Grassy Woodland Complex,LC,17.99,17.89,0.9944413563090607
Victorian Alps,1005,Alpine Grassy Heathland/Alpine Grassland Mosaic,R,656.52,652.92,0.9945165417656735
Murray Fans,1067,Riverine Swamp Forest/Riverine Swampy Woodland Mosaic,V,54.75,54.46,0.994703196347032
Murray Fans,1024,Mosaic of Drainage-line Aggregate/Sedgy Riverine Forest-Riverine Swamp Forest Complex,V,61.22,60.9,0.9947729500163345
East Gippsland Lowlands,82,Riverine Escarpment Scrub,R,515.2,512.57,0.9948951863354037
Otway Ranges,48,Heathy Woodland,LC,414.2,412.15,0.9950507001448575
Highlands - Southern Fall,38,Montane Damp Forest,LC,3039.81,3025.15,0.9951773301620825
Highlands - Southern Fall,44,Sub-alpine Treeless Vegetation,R,39.4,39.21,0.9951776649746193
Greater Grampians,16,Lowland Forest,LC,8771.44,8730.1,0.9952869768247858
Victorian Alps,37,Montane Grassy Woodland,LC,13187.69,13126.84,0.9953858484692921
Murray Fans,1073,Riverine Swampy Woodland/Sedgy Riverine Forest Mosaic,V,345.28000000000003,343.7,0.9954240037071361
Lowan Mallee,90,Tea-tree Scrub,LC,3258.08,3243.31,0.9954666552079753
Highlands - Southern Fall,21,Shrubby Dry Forest,LC,221517.13,220544.12,0.995607518028064
Greater Grampians,279,Heathland Thicket,LC,660.37,657.48,0.9956236655208444
Wimmera,65,Sedge-rich Woodland,V,167.51000000000002,166.81,0.9958211450062682
Murray Mallee,295,Riverine Grassy Woodland,D,120.72,120.22,0.9958581842279656
East Gippsland Uplands,316,Shrubby Damp Forest,LC,11265.24,11218.93,0.9958891244216723
Victorian Alps,288,Alpine Valley Peatland,E,182,181.26,0.9959340659340659
Otway Ranges,863,Floodplain Reedbed,E,4.99,4.97,0.9959919839679358
Victorian Riverina,107,Lake Bed Herbland,D,1133.81,1129.3,0.9960222612254258
Wimmera,939,Lake Bed Herbland/Red Gum Swamp Mosaic,D,302.93,301.73,0.9960386888059948
Murray Fans,653,Aquatic Herbland,D,145.48,144.92000000000002,0.9961506736321145
Victorian Volcanic Plain,458,Red Gum Wetland/Shallow Freshwater Marsh Mosaic,E,2.61,2.6,0.996168582375479
Victorian Alps,73,Rocky Outcrop Shrubland/Rocky Outcrop Herbland Mosaic,R,793.43,790.52,0.9963323796680237
Greater Grampians,23,Herb-rich Foothill Forest,D,1179.18,1174.91,0.9963788395325566
Monaro Tablelands,39,Montane Wet Forest,LC,2.88,2.87,0.9965277777777779
Murray Mallee,940,Samphire Shrubland/Saline Lake Mosaic,LC,2170.9,2163.48,0.9965820627389561
Highlands - Northern Fall,35,Tableland Damp Forest,LC,2.96,2.95,0.9966216216216217
Victorian Riverina,718,Freshwater Lake Aggregate,V,3277.83,3267.54,0.996860727981622
Gippsland Plain,309,Calcareous Swale Grassland,V,558.47,556.82,0.9970454993106166
Murray Mallee,718,Freshwater Lake Aggregate,V,940.4599999999999,937.6899999999999,0.9970546328392489
Greater Grampians,345,Rocky Outcrop Shrubland/Rocky Outcrop Herbland/Lowland Forest Complex,LC,3.66,3.6500000000000004,0.9972677595628416
Victorian Alps,19,Riparian Shrubland,R,99.28,99.01,0.9972804190169219
Highlands - Southern Fall,28,Rocky Outcrop Shrubland,R,210.46,209.9,0.9973391618359784
Highlands - Far East,29,Damp Forest,LC,10473.01,10446.07,0.9974276736105474
Glenelg Plain,675,Escarpment Shrubland/Damp Sands Herb-rich Woodland/Swamp Scrub Mosaic,E,156.7,156.3,0.9974473516273135
Greater Grampians,455,Alluvial Terraces Herb-rich Woodland/Claypan Ephemeral Wetland Mosaic,LC,27.76,27.69,0.997478386167147
Greater Grampians,685,Box Ironbark Forest/Heathy Woodland Complex,LC,8.05,8.03,0.9975155279503104
Victorian Alps,293,Riparian Forest/Creekline Grassy Woodland Mosaic,LC,4.0600000000000005,4.05,0.9975369458128077
East Gippsland Lowlands,5,Coastal Sand Heathland,R,681.39,679.73,0.9975638034018698
Highlands - Southern Fall,36,Montane Dry Woodland,LC,6119.34,6104.53,0.9975798043579862
Greater Grampians,774,Sedgy Riparian Woodland/Damp Sands Herb-rich Woodland Mosaic,LC,4.17,4.16,0.9976019184652278
Highlands - Northern Fall,28,Rocky Outcrop Shrubland,LC,1443.22,1439.79,0.9976233699643852
Glenelg Plain,669,Escarpment Shrubland/Damp Sands Herb-rich Woodland/Riparian Woodland/Swamp Scrub Mosaic,E,275.33,274.68,0.9976391966004432
Victorian Alps,156,Alpine Coniferous Shrubland,V,65.86,65.71000000000001,0.9977224415426664
Highlands - Northern Fall,19,Riparian Shrubland,V,603.45,602.12,0.9977960062971248
Murray Fans,1034,Floodplain Riparian Woodland/Riverine Swamp Forest Mosaic,D,46.28,46.18,0.997839239412273
East Gippsland Uplands,6,Sand Heathland,na,98.04,97.83,0.9978580171358629
Otway Ranges,233,Wet Sands Thicket,R,846.14,844.37,0.9979081475878696
Victorian Alps,42,Sub-alpine Shrubland,R,2412.11,2407.07,0.9979105430515193
Victorian Alps,39,Montane Wet Forest,LC,65477.75,65341,0.997911504289625
Greater Grampians,439,Shrubby Woodland/Alluvial Terraces Herb-rich Woodland Complex,LC,71.92,71.77,0.9979143492769743
Wilsons Promontory,140,Mangrove Shrubland,R,14.64,14.61,0.9979508196721311
Highlands - Southern Fall,27,Blackthorn Scrub,LC,3648.23,3641.14,0.9980565918267215
Victorian Alps,211,Sub-alpine Wet Heathland/Alpine Valley Peatland Mosaic,E,1526.75,1523.91,0.9981398395284101
Victorian Alps,1003,Sub-alpine Dry Shrubland,R,461.76,460.91,0.9981592169092169
Greater Grampians,28,Rocky Outcrop Shrubland,LC,13935.25,13910.49,0.9982232109219425
Greater Grampians,521,Shallow Freshwater Marsh/Seasonally Inundated Shrubby Woodland Complex,V,5.68,5.67,0.9982394366197184
Monaro Tablelands,21,Shrubby Dry Forest,LC,3328.82,3323.02,0.998257640845705
Greater Grampians,389,Heathy Dry Forest/Hills Herb-rich Woodland Complex,LC,11.6,11.58,0.9982758620689656
Highlands - Southern Fall,31,Cool Temperate Rainforest,E,6396.45,6385.54,0.998294366406366
Victorian Alps,43,Sub-alpine Woodland,LC,111942.77,111753.41,0.9983084213478012
Victorian Alps,171,Alpine Fen,E,29.61,29.56,0.9983113812901047
Murray Fans,1035,Floodplain Riparian Woodland/Sedgy Riverine Forest Mosaic,D,105.27000000000001,105.10000000000001,0.998385104968177
Dundas Tablelands,762,Damp Heathland/Sand Heathland Mosaic,V,6.33,6.32,0.9984202211690364
East Gippsland Uplands,319,Montane Herb-rich Woodland,LC,3123.65,3118.72,0.9984217181822547
Wilsons Promontory,1,Coastal Dune Scrub/Coastal Dune Grassland Mosaic,LC,1481.78,1479.47,0.9984410641255788
Greater Grampians,726,Rocky Outcrop Shrubland/Rocky Outcrop Herbland/Heathy Woodland Mosaic,LC,548.6899999999999,547.84,0.9984508556744247
Wimmera,718,Freshwater Lake Aggregate,R,505,504.22,0.9984554455445545
Monaro Tablelands,38,Montane Damp Forest,LC,2162.31,2158.99,0.9984646049826342
East Gippsland Uplands,45,Shrubby Foothill Forest,LC,5958.83,5949.88,0.9984980272973051
